"seqname","source","feature","start","end","score","strand","frame","gene_id","transcript_id","class_code","exon_number","gene_name","nearest_ref","oId","tss_id"
"chrY","Cufflinks","exon",63690949,63691008,".","-",".","XLOC_073238","TCONS_00191648","=",4,"Gm29060","ENSMUST00000185339.1","ENSMUST00000185339.1","TSS120813"
"chrY","Cufflinks","exon",63687094,63687162,".","+",".","XLOC_072505","TCONS_00190533","=",3,"Gm29061","ENSMUST00000185900.1","ENSMUST00000187026.1","TSS119879"
"chrY","Cufflinks","exon",52342720,52342942,".","+",".","XLOC_072440","TCONS_00190410","=",1,"Gm29063","ENSMUST00000190236.1","ENSMUST00000190236.1","TSS119781"
"chr4","Cufflinks","exon",95401978,95402790,".","-",".","XLOC_046571","TCONS_00119598","=",1,"Gm29064","ENSMUST00000187014.1","ENSMUST00000187014.1","TSS76121"
"chr1","Cufflinks","exon",75911443,75911453,".","+",".","XLOC_001120","TCONS_00003010","x",1,"Gm29065","ENSMUST00000188786.1","CUFF.15025.1","TSS1778"
"chr5","Cufflinks","exon",12097469,12097647,".","+",".","XLOC_047808","TCONS_00123244","=",3,"Gm29066","ENSMUST00000188502.1","ENSMUST00000188502.1","TSS78424"
"chr4","Cufflinks","exon",54645811,54646280,".","-",".","XLOC_046210","TCONS_00118484","=",1,"Gm29067","ENSMUST00000190821.1","ENSMUST00000190821.1","TSS75496"
"chr1","Cufflinks","exon",76420692,76420759,".","+",".","XLOC_001133","TCONS_00003025","=",1,"Gm29069","ENSMUST00000185857.1","ENSMUST00000185857.1","TSS1792"
"chrY","Cufflinks","exon",48788171,48788356,".","+",".","XLOC_072419","TCONS_00190366","=",2,"Gm29070","ENSMUST00000188541.1","ENSMUST00000188541.1","TSS119745"
"chrY","Cufflinks","exon",84908597,84908782,".","+",".","XLOC_072628","TCONS_00190763","=",2,"Gm29071","ENSMUST00000185729.1","ENSMUST00000185729.1","TSS120066"
"chrY","Cufflinks","exon",33323779,33323959,".","+",".","XLOC_072283","TCONS_00190197","=",3,"Gm29074","ENSMUST00000188026.6","ENSMUST00000188026.6","TSS119595"
"chrY","Cufflinks","exon",34705341,34705563,".","+",".","XLOC_072298","TCONS_00190217","=",1,"Gm29077","ENSMUST00000185784.1","ENSMUST00000185784.1","TSS119611"
"chrY","Cufflinks","exon",34763132,34763269,".","-",".","XLOC_072983","TCONS_00191318","=",1,"Gm29078","ENSMUST00000190611.1","ENSMUST00000190611.1","TSS120519"
"chrY","Cufflinks","exon",34468990,34469127,".","-",".","XLOC_072981","TCONS_00191314","=",1,"Gm29080","ENSMUST00000188565.1","ENSMUST00000188565.1","TSS120516"
"chrY","Cufflinks","exon",34670554,34670622,".","-",".","XLOC_072982","TCONS_00191316","=",1,"Gm29081","ENSMUST00000190140.6","ENSMUST00000186518.6","TSS120518"
"chrY","Cufflinks","exon",67684150,67684241,".","+",".","XLOC_072532","TCONS_00190595","=",3,"Gm29082","ENSMUST00000185207.1","ENSMUST00000185207.1","TSS119920"
"chr1","Cufflinks","exon",62714723,62715339,".","-",".","XLOC_003551","TCONS_00009295","=",1,"Gm29083","ENSMUST00000189205.1","ENSMUST00000189205.1","TSS5714"
"chr1","Cufflinks","exon",62534491,62535942,".","-",".","XLOC_003549","TCONS_00009293","=",1,"Gm29084","ENSMUST00000185587.1","ENSMUST00000185587.1","TSS5712"
"chr7","Cufflinks","exon",38500432,38500520,".","+",".","XLOC_057087","TCONS_00148903","=",1,"Gm29087","ENSMUST00000186462.1","ENSMUST00000186462.1","TSS94355"
"chr1","Cufflinks","exon",111385690,111386185,".","-",".","XLOC_004072","TCONS_00010839","=",1,"Gm29088","ENSMUST00000189363.1","ENSMUST00000189363.1","TSS6619"
"chrY","Cufflinks","exon",321659,321975,".","-",".","XLOC_072678","TCONS_00190840","=",1,"Gm29089","ENSMUST00000186209.1","ENSMUST00000186209.1","TSS120137"
"chrY","Cufflinks","exon",85663326,85663417,".","-",".","XLOC_073512","TCONS_00192105","=",2,"Gm29090","ENSMUST00000188526.1","ENSMUST00000188526.1","TSS121138"
"chrY","Cufflinks","exon",86727447,86729382,".","-",".","XLOC_073528","TCONS_00192121","=",1,"Gm29091","ENSMUST00000187289.1","ENSMUST00000187289.1","TSS121154"
"chr10","Cufflinks","exon",80589629,80589790,".","-",".","XLOC_007811","TCONS_00021026","=",2,"Gm29093","ENSMUST00000187366.1","ENSMUST00000187366.1","TSS12909"
"chrY","Cufflinks","exon",47574835,47575020,".","+",".","XLOC_072412","TCONS_00190354","=",2,"Gm29098","ENSMUST00000186104.1","ENSMUST00000186104.1","TSS119735"
"chr1","Cufflinks","exon",92324510,92324872,".","+",".","XLOC_001420","TCONS_00003725","=",1,"Gm29099","ENSMUST00000187370.1","ENSMUST00000187370.1","TSS2240"
"chr1","Cufflinks","exon",91798528,91802937,".","-",".","XLOC_003925","TCONS_00010461","=",1,"Gm29100","ENSMUST00000187564.1","ENSMUST00000187564.1","TSS6369"
"chr1","Cufflinks","exon",91822515,91823985,".","+",".","XLOC_001415","TCONS_00003720","=",1,"Gm29101","ENSMUST00000188329.1","ENSMUST00000188329.1","TSS2235"
"chr1","Cufflinks","exon",132014383,132014486,".","+",".","XLOC_001836","TCONS_00004674","=",3,"Gm29103","ENSMUST00000191034.1","ENSMUST00000191034.1","TSS2861"
"chrY","Cufflinks","exon",74409499,74409684,".","+",".","XLOC_072578","TCONS_00190683","=",2,"Gm29108","ENSMUST00000186020.1","ENSMUST00000186020.1","TSS119987"
"chr1","Cufflinks","exon",69595036,69598522,".","-",".","XLOC_003657","TCONS_00009610","=",1,"Gm29112","ENSMUST00000188962.1","ENSMUST00000188962.1","TSS5870"
"chr1","Cufflinks","exon",69490357,69493788,".","-",".","XLOC_003649","TCONS_00009524","=",1,"Gm29113","ENSMUST00000185991.1","ENSMUST00000185991.1","TSS5861"
"chr1","Cufflinks","exon",69513932,69513970,".","+",".","XLOC_000952","TCONS_00002507","=",1,"Gm29114","ENSMUST00000187100.1","ENSMUST00000187100.1","TSS1481"
"chrY","Cufflinks","exon",50772794,50772858,".","+",".","XLOC_072430","TCONS_00190389","=",3,"Gm29116","ENSMUST00000189963.1","ENSMUST00000185583.1","TSS119765"
"chrY","Cufflinks","exon",50545645,50545826,".","+",".","XLOC_072428","TCONS_00190386","=",2,"Gm29117","ENSMUST00000190374.1","ENSMUST00000185246.1","TSS119762"
"chrY","Cufflinks","exon",28626643,28626824,".","-",".","XLOC_072933","TCONS_00191222","=",3,"Gm29122","ENSMUST00000189609.6","ENSMUST00000187696.6","TSS120454"
"chr9","Cufflinks","exon",106335751,106335833,".","-",".","XLOC_068322","TCONS_00180330","=",2,"Gm29123","ENSMUST00000185808.1","ENSMUST00000185808.1","TSS113643"
"chr1","Cufflinks","exon",80383090,80386251,".","+",".","XLOC_001158","TCONS_00003080","=",2,"Gm29125","ENSMUST00000187121.1","ENSMUST00000187121.1","TSS1831"
"chr1","Cufflinks","exon",31136039,31138324,".","+",".","XLOC_000403","TCONS_00001016","j",4,"Gm29128","ENSMUST00000186448.1","CUFF.247.1","TSS574"
"chr7","Cufflinks","exon",36702293,36726988,".","+",".","XLOC_057064","TCONS_00148864","=",1,"Gm29129","ENSMUST00000191121.1","CUFF.45273.6","TSS94321"
"chrY","Cufflinks","exon",59709922,59709990,".","-",".","XLOC_073198","TCONS_00191598","=",1,"Gm29130","ENSMUST00000191495.1","ENSMUST00000191495.1","TSS120768"
"chrY","Cufflinks","exon",59518811,59518996,".","+",".","XLOC_072484","TCONS_00190496","=",2,"Gm29131","ENSMUST00000189485.1","ENSMUST00000189485.1","TSS119845"
"chrY","Cufflinks","exon",59773147,59773328,".","-",".","XLOC_073200","TCONS_00191601","=",3,"Gm29132","ENSMUST00000191588.6","ENSMUST00000191588.6","TSS120770"
"chr3","Cufflinks","exon",34481815,34482207,".","-",".","XLOC_041405","TCONS_00105729","=",2,"Gm29135","ENSMUST00000188411.1","ENSMUST00000188411.1","TSS67434"
"chr3","Cufflinks","exon",21268952,21269090,".","-",".","XLOC_041286","TCONS_00105417","=",2,"Gm29137","ENSMUST00000190301.1","ENSMUST00000190301.1","TSS67252"
"chr9","Cufflinks","exon",92237758,92240903,".","-",".","XLOC_068146","TCONS_00179794","o",1,"Gm29139","ENSMUST00000185794.1","CUFF.53369.1","TSS113293"
"chrY","Cufflinks","exon",78325294,78327235,".","-",".","XLOC_073407","TCONS_00191996","=",1,"Gm29146","ENSMUST00000188904.1","ENSMUST00000188904.1","TSS121029"
"chr3","Cufflinks","exon",116351950,116352888,".","+",".","XLOC_040594","TCONS_00103383","=",2,"Gm29151","ENSMUST00000196669.1","ENSMUST00000196669.1","TSS66119"
"chr1","Cufflinks","exon",64652688,64652756,".","+",".","XLOC_000914","TCONS_00002401","=",3,"Gm29152","ENSMUST00000189284.1","ENSMUST00000189284.1","TSS1418"
"chr9","Cufflinks","exon",103960114,103960135,".","-",".","XLOC_068296","TCONS_00180223","j",4,"Gm29154","ENSMUST00000189536.1","CUFF.55305.1","TSS113569"
"chr1","Cufflinks","exon",43741961,43742106,".","-",".","XLOC_003346","TCONS_00008640","=",1,"Gm29155","ENSMUST00000186289.1","ENSMUST00000186289.1","TSS5323"
"chr1","Cufflinks","exon",43745784,43746282,".","-",".","XLOC_003347","TCONS_00008642","=",1,"Gm29156","ENSMUST00000187764.1","ENSMUST00000187764.1","TSS5324"
"chr1","Cufflinks","exon",43742915,43743526,".","+",".","XLOC_000579","TCONS_00001534","=",1,"Gm29157","ENSMUST00000188753.1","ENSMUST00000188753.1","TSS886"
"chrY","Cufflinks","exon",5619009,5619194,".","-",".","XLOC_072740","TCONS_00190944","=",3,"Gm29158","ENSMUST00000186883.1","ENSMUST00000186883.1","TSS120213"
"chrY","Cufflinks","exon",88217054,88217542,".","+",".","XLOC_072645","TCONS_00190791","=",4,"Gm29162","ENSMUST00000188893.1","ENSMUST00000188893.1","TSS120094"
"chr9","Cufflinks","exon",83938369,83938475,".","-",".","XLOC_067982","TCONS_00179326","=",1,"Gm29163","ENSMUST00000188029.1","ENSMUST00000188029.1","TSS113022"
"chrY","Cufflinks","exon",48187946,48188014,".","+",".","XLOC_072414","TCONS_00190357","=",3,"Gm29166","ENSMUST00000189600.1","ENSMUST00000186716.6","TSS119738"
"chr17","Cufflinks","exon",86840030,86840716,".","+",".","XLOC_028005","TCONS_00070577","=",1,"Gm29168","ENSMUST00000189953.1","ENSMUST00000189953.1","TSS45178"
"chr1","Cufflinks","exon",143777642,143781307,".","+",".","XLOC_002009","TCONS_00005090","=",1,"Gm29170","ENSMUST00000190224.1","ENSMUST00000190224.1","TSS3156"
"chr9","Cufflinks","exon",27193602,27194018,".","-",".","XLOC_067314","TCONS_00177434","=",1,"Gm29172","ENSMUST00000190432.1","ENSMUST00000190432.1","TSS111832"
"chr8","Cufflinks","exon",12282211,12282612,".","+",".","XLOC_061823","TCONS_00163255","=",1,"Gm29175","ENSMUST00000189500.1","ENSMUST00000189500.1","TSS102971"
"chr9","Cufflinks","exon",13157650,13157688,".","-",".","XLOC_067103","TCONS_00176825","=",2,"Gm29176","ENSMUST00000187030.1","ENSMUST00000187030.1","TSS111474"
"chrY","Cufflinks","exon",72273051,72273236,".","+",".","XLOC_072573","TCONS_00190674","=",2,"Gm29182","ENSMUST00000191008.1","ENSMUST00000191008.1","TSS119978"
"chr1","Cufflinks","exon",73823899,73823995,".","-",".","XLOC_003692","TCONS_00009712","=",5,"Gm29183","ENSMUST00000188600.1","ENSMUST00000188600.1","TSS5945"
"chr1","Cufflinks","exon",73276113,73276263,".","+",".","XLOC_001026","TCONS_00002660","o",2,"Gm29185","ENSMUST00000190578.1","CUFF.882.1","TSS1585"
"chr1","Cufflinks","exon",73528937,73528995,".","+",".","XLOC_001050","TCONS_00002685","=",1,"Gm29186","ENSMUST00000189178.1","ENSMUST00000189178.1","TSS1609"
"chr1","Cufflinks","exon",78821258,78821482,".","+",".","XLOC_001150","TCONS_00003068","=",1,"Gm29187","ENSMUST00000186681.1","ENSMUST00000186681.1","TSS1822"
"chr1","Cufflinks","exon",151001040,151001157,".","+",".","XLOC_002118","TCONS_00005235","o",1,"Gm29188","ENSMUST00000191173.1","CUFF.1836.2","TSS3286"
"chrY","Cufflinks","exon",80073882,80074065,".","+",".","XLOC_072609","TCONS_00190732","=",3,"Gm29190","ENSMUST00000188255.1","ENSMUST00000188255.1","TSS120035"
"chrY","Cufflinks","exon",33165893,33165961,".","+",".","XLOC_072280","TCONS_00190194","=",3,"Gm29191","ENSMUST00000188742.1","ENSMUST00000188742.1","TSS119592"
"chrY","Cufflinks","exon",6246134,6246362,".","+",".","XLOC_072033","TCONS_00189887","=",6,"Gm29193","ENSMUST00000187129.1","ENSMUST00000187129.1","TSS119325"
"chrY","Cufflinks","exon",5934890,5935112,".","+",".","XLOC_072027","TCONS_00189880","=",1,"Gm29194","ENSMUST00000189250.1","ENSMUST00000189250.1","TSS119318"
"chrY","Cufflinks","exon",6198427,6198916,".","-",".","XLOC_072744","TCONS_00190948","=",1,"Gm29198","ENSMUST00000190102.1","ENSMUST00000190102.1","TSS120217"
"chr18","Cufflinks","exon",12501190,12501884,".","-",".","XLOC_030812","TCONS_00077172","=",1,"Gm29200","ENSMUST00000188118.1","ENSMUST00000188118.1","TSS49630"
"chr11","Cufflinks","exon",96006915,96006985,".","+",".","XLOC_009889","TCONS_00026669","=",2,"Gm29202","ENSMUST00000191263.1","ENSMUST00000191263.1","TSS16514"
"chrY","Cufflinks","exon",61580054,61580542,".","+",".","XLOC_072495","TCONS_00190514","=",4,"Gm29203","ENSMUST00000187355.6","ENSMUST00000187355.6","TSS119861"
"chrY","Cufflinks","exon",61225450,61225635,".","+",".","XLOC_072494","TCONS_00190513","=",1,"Gm29204","ENSMUST00000187384.1","ENSMUST00000187054.1","TSS119860"
"chr17","Cufflinks","exon",6901634,6901718,".","+",".","XLOC_026754","TCONS_00067138","=",2,"Gm29205","ENSMUST00000188950.1","ENSMUST00000188950.1","TSS43090"
"chrY","Cufflinks","exon",61575040,61575131,".","-",".","XLOC_073212","TCONS_00191618","=",4,"Gm29206","ENSMUST00000189321.1","ENSMUST00000189321.1","TSS120785"
"chrY","Cufflinks","exon",61198819,61198884,".","+",".","XLOC_072493","TCONS_00190511","=",3,"Gm29207","ENSMUST00000190931.1","ENSMUST00000186241.1","TSS119858"
"chr9","Cufflinks","exon",106126569,106127060,".","-",".","XLOC_068318","TCONS_00180312","=",2,"Gm29208","ENSMUST00000187162.1","ENSMUST00000187162.1","TSS113629"
"chrY","Cufflinks","exon",62885303,62885362,".","-",".","XLOC_073229","TCONS_00191639","=",4,"Gm29209","ENSMUST00000188176.1","ENSMUST00000188176.1","TSS120804"
"chrY","Cufflinks","exon",46847641,46847709,".","-",".","XLOC_073058","TCONS_00191439","=",1,"Gm29210","ENSMUST00000187495.2","ENSMUST00000186332.5","TSS120619"
"chrY","Cufflinks","exon",46872836,46872940,".","-",".","XLOC_073059","TCONS_00191441","=",2,"Gm29213","ENSMUST00000186199.1","ENSMUST00000186199.1","TSS120620"
"chrY","Cufflinks","exon",40369891,40370075,".","-",".","XLOC_073017","TCONS_00191379","=",4,"Gm29215","ENSMUST00000188659.6","ENSMUST00000188659.6","TSS120569"
"chrY","Cufflinks","exon",67680700,67680885,".","-",".","XLOC_073287","TCONS_00191753","=",3,"Gm29217","ENSMUST00000191270.1","ENSMUST00000191270.1","TSS120880"
"chrY","Cufflinks","exon",67472210,67472395,".","-",".","XLOC_073285","TCONS_00191751","=",3,"Gm29219","ENSMUST00000187224.1","ENSMUST00000191144.1","TSS120878"
"chrY","Cufflinks","exon",56438870,56439511,".","+",".","XLOC_072469","TCONS_00190471","=",1,"Gm29220","ENSMUST00000185862.1","ENSMUST00000185862.1","TSS119827"
"chrY","Cufflinks","exon",56420276,56422846,".","+",".","XLOC_072468","TCONS_00190470","=",1,"Gm29221","ENSMUST00000186092.1","ENSMUST00000186092.1","TSS119826"
"chrY","Cufflinks","exon",56396951,56398895,".","-",".","XLOC_073170","TCONS_00191558","=",1,"Gm29222","ENSMUST00000185442.1","ENSMUST00000185442.1","TSS120733"
"chrY","Cufflinks","exon",34964873,34965056,".","-",".","XLOC_072984","TCONS_00191320","=",2,"Gm29225","ENSMUST00000188647.6","ENSMUST00000188510.6","TSS120521"
"chrY","Cufflinks","exon",35000498,35002441,".","+",".","XLOC_072303","TCONS_00190222","=",2,"Gm29226","ENSMUST00000186871.1","ENSMUST00000186871.1","TSS119616"
"chr2","Cufflinks","exon",161513690,161514012,".","-",".","XLOC_038768","TCONS_00098002","=",1,"Gm29229","ENSMUST00000188874.1","ENSMUST00000188874.1","TSS62949"
"chr3","Cufflinks","exon",51058910,51059052,".","-",".","XLOC_041615","TCONS_00106131","=",1,"Gm29230","ENSMUST00000189687.1","ENSMUST00000189687.1","TSS67722"
"chr2","Cufflinks","exon",118123451,118123560,".","-",".","XLOC_038119","TCONS_00096024","=",1,"Gm29233","ENSMUST00000190311.1","ENSMUST00000190311.1","TSS61750"
"chr2","Cufflinks","exon",114272174,114273435,".","-",".","XLOC_038091","TCONS_00095950","=",1,"Gm29234","ENSMUST00000187452.1","ENSMUST00000187452.1","TSS61703"
"chr2","Cufflinks","exon",99357569,99357729,".","-",".","XLOC_037921","TCONS_00095441","=",2,"Gm29235","ENSMUST00000185786.1","ENSMUST00000185786.1","TSS61407"
"chr11","Cufflinks","exon",30107987,30108120,".","+",".","XLOC_008807","TCONS_00023572","=",2,"Gm29237","ENSMUST00000186216.1","ENSMUST00000186216.1","TSS14559"
"chrX","Cufflinks","exon",46609955,46610155,".","-",".","XLOC_070897","TCONS_00186870","=",3,"Gm29242","ENSMUST00000186570.1","ENSMUST00000186570.1","TSS117554"
"chr8","Cufflinks","exon",34226031,34226145,".","+",".","XLOC_062201","TCONS_00164263","=",4,"Gm29243","ENSMUST00000188318.1","ENSMUST00000188318.1","TSS103578"
"chr10","Cufflinks","exon",43154216,43155631,".","+",".","XLOC_005598","TCONS_00015393","=",1,"Gm29245","ENSMUST00000187332.1","ENSMUST00000187332.1","TSS9366"
"chr10","Cufflinks","exon",43173904,43173958,".","+",".","XLOC_005599","TCONS_00015394","=",2,"Gm29246","ENSMUST00000189221.1","ENSMUST00000189221.1","TSS9367"
"chrY","Cufflinks","exon",53528541,53528722,".","+",".","XLOC_072450","TCONS_00190431","=",2,"Gm29248","ENSMUST00000186074.6","ENSMUST00000186502.1","TSS119797"
"chrY","Cufflinks","exon",53435828,53436063,".","+",".","XLOC_072449","TCONS_00190429","=",1,"Gm29250","ENSMUST00000191372.1","ENSMUST00000191372.1","TSS119795"
"chrY","Cufflinks","exon",53492167,53494110,".","-",".","XLOC_073127","TCONS_00191515","=",1,"Gm29252","ENSMUST00000189869.1","ENSMUST00000189869.1","TSS120690"
"chrY","Cufflinks","exon",73426439,73426624,".","+",".","XLOC_072574","TCONS_00190676","=",2,"Gm29255","ENSMUST00000185248.1","ENSMUST00000185248.1","TSS119980"
"chr1","Cufflinks","exon",41897360,41897531,".","+",".","XLOC_000542","TCONS_00001462","=",4,"Gm29260","ENSMUST00000186391.1","ENSMUST00000186391.1","TSS836"
"chr19","Cufflinks","exon",59261309,59261419,".","-",".","XLOC_033441","TCONS_00083405","=",2,"Gm29261","ENSMUST00000188535.1","ENSMUST00000188535.1","TSS53693"
"chr5","Cufflinks","exon",149236725,149236981,".","-",".","XLOC_051709","TCONS_00134895","=",2,"Gm29264","ENSMUST00000191240.1","ENSMUST00000191240.1","TSS85736"
"chrY","Cufflinks","exon",64413898,64413966,".","+",".","XLOC_072509","TCONS_00190540","=",3,"Gm29265","ENSMUST00000188697.1","ENSMUST00000190290.1","TSS119886"
"chr14","Cufflinks","exon",60642280,60643678,".","+",".","XLOC_019895","TCONS_00050607","o",2,"Gm29266","ENSMUST00000190392.1","CUFF.20072.2","TSS32224"
"chrY","Cufflinks","exon",49473820,49475763,".","-",".","XLOC_073076","TCONS_00191463","=",1,"Gm29270","ENSMUST00000188071.1","ENSMUST00000188071.1","TSS120638"
"chrY","Cufflinks","exon",49509501,49509687,".","+",".","XLOC_072422","TCONS_00190372","=",1,"Gm29271","ENSMUST00000189943.6","ENSMUST00000185438.6","TSS119751"
"chrY","Cufflinks","exon",42460575,42460758,".","-",".","XLOC_073036","TCONS_00191406","=",2,"Gm29274","ENSMUST00000188814.1","ENSMUST00000188814.1","TSS120589"
"chrY","Cufflinks","exon",42490242,42490427,".","-",".","XLOC_073037","TCONS_00191410","=",3,"Gm29275","ENSMUST00000189475.1","ENSMUST00000188940.1","TSS120592"
"chrY","Cufflinks","exon",207472,207788,".","+",".","XLOC_071961","TCONS_00189785","=",3,"Gm29277","ENSMUST00000185226.1","ENSMUST00000185226.1","TSS119239"
"chrY","Cufflinks","exon",75359090,75359578,".","+",".","XLOC_072585","TCONS_00190693","=",4,"Gm29278","ENSMUST00000189701.1","ENSMUST00000189701.1","TSS119997"
"chr1","Cufflinks","exon",155011332,155011427,".","-",".","XLOC_004562","TCONS_00012151","=",1,"Gm29282","ENSMUST00000190720.1","ENSMUST00000190720.1","TSS7486"
"chr1","Cufflinks","exon",13076354,13076473,".","+",".","XLOC_000282","TCONS_00000615","=",3,"Gm29283","ENSMUST00000187394.1","ENSMUST00000187394.1","TSS393"
"chrY","Cufflinks","exon",43842631,43842735,".","+",".","XLOC_072387","TCONS_00190312","=",1,"Gm29285","ENSMUST00000185500.1","ENSMUST00000185500.1","TSS119702"
"chrY","Cufflinks","exon",43803100,43803200,".","+",".","XLOC_072386","TCONS_00190311","=",1,"Gm29286","ENSMUST00000187736.6","ENSMUST00000187736.6","TSS119701"
"chr1","Cufflinks","exon",153939421,153939606,".","+",".","XLOC_002154","TCONS_00005359","=",2,"Gm29290","ENSMUST00000185385.1","ENSMUST00000185385.1","TSS3353"
"chr1","Cufflinks","exon",154003552,154003952,".","-",".","XLOC_004552","TCONS_00012109","=",1,"Gm29291","ENSMUST00000188927.1","ENSMUST00000186055.1","TSS7469"
"chr11","Cufflinks","exon",116532886,116533077,".","-",".","XLOC_012192","TCONS_00033581","=",2,"Gm29292","ENSMUST00000186169.1","ENSMUST00000186169.1","TSS21033"
"chr7","Cufflinks","exon",71382890,71383198,".","+",".","XLOC_057584","TCONS_00150594","=",2,"Gm29295","ENSMUST00000190004.1","ENSMUST00000190004.1","TSS95277"
"chr7","Cufflinks","exon",51772622,51772726,".","-",".","XLOC_060064","TCONS_00158227","=",2,"Gm29296","ENSMUST00000188146.1","ENSMUST00000188146.1","TSS99859"
"chrY","Cufflinks","exon",86768811,86769299,".","+",".","XLOC_072637","TCONS_00190778","=",4,"Gm29297","ENSMUST00000188186.1","ENSMUST00000188186.1","TSS120081"
"chrY","Cufflinks","exon",55152028,55152214,".","+",".","XLOC_072460","TCONS_00190451","=",1,"Gm29301","ENSMUST00000189344.6","ENSMUST00000187383.6","TSS119812"
"chrY","Cufflinks","exon",86506173,86508116,".","-",".","XLOC_073525","TCONS_00192118","=",1,"Gm29302","ENSMUST00000187209.1","ENSMUST00000187209.1","TSS121151"
"chrY","Cufflinks","exon",54607124,54607192,".","+",".","XLOC_072457","TCONS_00190446","=",4,"Gm29303","ENSMUST00000189215.6","ENSMUST00000189928.6","TSS119808"
"chrY","Cufflinks","exon",54565535,54565757,".","-",".","XLOC_073143","TCONS_00191531","=",2,"Gm29305","ENSMUST00000191054.1","ENSMUST00000191054.1","TSS120706"
"chrY","Cufflinks","exon",77444923,77446865,".","-",".","XLOC_073392","TCONS_00191980","=",1,"Gm29309","ENSMUST00000186251.1","ENSMUST00000186251.1","TSS121013"
"chrY","Cufflinks","exon",77257246,77258104,".","+",".","XLOC_072592","TCONS_00190703","=",1,"Gm29311","ENSMUST00000189721.1","ENSMUST00000189721.1","TSS120007"
"chrY","Cufflinks","exon",76926089,76926157,".","+",".","XLOC_072591","TCONS_00190702","=",3,"Gm29313","ENSMUST00000187866.1","ENSMUST00000189699.1","TSS120006"
"chrY","Cufflinks","exon",30155911,30156092,".","+",".","XLOC_072261","TCONS_00190162","=",2,"Gm29315","ENSMUST00000190162.1","ENSMUST00000190162.1","TSS119572"
"chrY","Cufflinks","exon",30132603,30132707,".","+",".","XLOC_072260","TCONS_00190160","=",1,"Gm29316","ENSMUST00000190953.1","ENSMUST00000190953.1","TSS119571"
"chr13","Cufflinks","exon",79285712,79285848,".","+",".","XLOC_016737","TCONS_00043420","=",1,"Gm29318","ENSMUST00000185308.1","ENSMUST00000185308.1","TSS27549"
"chrY","Cufflinks","exon",51063067,51063706,".","+",".","XLOC_072431","TCONS_00190390","=",1,"Gm29321","ENSMUST00000186727.6","ENSMUST00000186727.6","TSS119766"
"chr9","Cufflinks","exon",56240532,56240751,".","-",".","XLOC_067713","TCONS_00178502","=",2,"Gm29322","ENSMUST00000185378.1","ENSMUST00000185378.1","TSS112511"
"chr10","Cufflinks","exon",21743867,21743983,".","+",".","XLOC_005391","TCONS_00014922","=",1,"Gm29323","ENSMUST00000189792.1","ENSMUST00000189792.1","TSS9041"
"chrY","Cufflinks","exon",81398650,81399138,".","+",".","XLOC_072612","TCONS_00190737","=",4,"Gm29324","ENSMUST00000188242.1","ENSMUST00000188242.1","TSS120040"
"chr1","Cufflinks","exon",51195221,51197748,".","+",".","XLOC_000650","TCONS_00001709","=",1,"Gm29325","ENSMUST00000190705.1","ENSMUST00000190705.1","TSS1001"
"chr7","Cufflinks","exon",29560365,29562815,".","-",".","XLOC_059587","TCONS_00156511","=",1,"Gm29326","ENSMUST00000185541.1","ENSMUST00000185541.1","TSS98895"
"chr7","Cufflinks","exon",70249591,70249776,".","-",".","XLOC_060432","TCONS_00158846","=",2,"Gm29327","ENSMUST00000188229.1","ENSMUST00000188229.1","TSS100311"
"chr7","Cufflinks","exon",71264275,71264288,".","+",".","XLOC_057582","TCONS_00150592","j",1,"Gm29328","ENSMUST00000209182.1","CUFF.45786.8","TSS95271"
"chrY","Cufflinks","exon",9307879,9308064,".","+",".","XLOC_072062","TCONS_00189917","=",1,"Gm29329","ENSMUST00000189053.1","ENSMUST00000189053.1","TSS119355"
"chr15","Cufflinks","exon",98589990,98590099,".","+",".","XLOC_023047","TCONS_00057725","=",1,"Gm29331","ENSMUST00000187215.1","ENSMUST00000187215.1","TSS37019"
"chr1","Cufflinks","exon",88656308,88656447,".","+",".","XLOC_001291","TCONS_00003475","=",1,"Gm29336","ENSMUST00000186042.1","ENSMUST00000186042.1","TSS2074"
"chr1","Cufflinks","exon",88868475,88868624,".","-",".","XLOC_003896","TCONS_00010371","=",1,"Gm29337","ENSMUST00000185425.1","ENSMUST00000185425.1","TSS6322"
"chrY","Cufflinks","exon",84680338,84680826,".","+",".","XLOC_072626","TCONS_00190760","=",4,"Gm29338","ENSMUST00000189318.1","ENSMUST00000189318.1","TSS120063"
"chr2","Cufflinks","exon",116972575,116976428,".","-",".","XLOC_038111","TCONS_00096004","=",1,"Gm29340","ENSMUST00000188763.1","ENSMUST00000188763.1","TSS61739"
"chr13","Cufflinks","exon",101605618,101605622,".","-",".","XLOC_018453","TCONS_00047711","=",1,"Gm29341","ENSMUST00000190179.1","ENSMUST00000190179.1","TSS30208"
"chrY","Cufflinks","exon",61808456,61809095,".","+",".","XLOC_072497","TCONS_00190517","=",1,"Gm29342","ENSMUST00000189689.1","ENSMUST00000189689.1","TSS119864"
"chrY","Cufflinks","exon",61791343,61791495,".","-",".","XLOC_073216","TCONS_00191622","=",2,"Gm29343","ENSMUST00000187887.1","ENSMUST00000187887.1","TSS120789"
"chr1","Cufflinks","exon",120816899,120817062,".","+",".","XLOC_001728","TCONS_00004445","=",2,"Gm29345","ENSMUST00000189213.1","ENSMUST00000189213.1","TSS2700"
